Ticker,Nazwa,Kwartały,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach
MSW,MOSTALWAR,2015/Q4,"0,98","1,97","0,41","1,24","1,26","0,41","0,39","0,17"
MSW,MOSTALWAR,2016/Q1,"1,09","2,33","0,40","1,34","1,36","0,40","0,42","0,22"
MSW,MOSTALWAR,2016/Q2,"1,12","2,37","0,37","1,36","1,38","0,37","0,41","0,23"
MSW,MOSTALWAR,2016/Q3,"1,25","2,06","0,33","1,25","1,27","0,33","0,45","0,18"
MSW,MOSTALWAR,2016/Q4,"1,42","2,93","0,32","1,45","1,46","0,32","0,60","0,28"
MSW,MOSTALWAR,2017/Q1,"1,64","3,14","0,19","1,54","1,57","0,19","0,66","0,31"
MSW,MOSTALWAR,2017/Q2,"1,80","3,36","0,20","1,49","1,51","0,20","0,64","0,30"
MSW,MOSTALWAR,2017/Q3,"1,75","3,32","0,15","1,50","1,53","0,15","0,64","0,30"
MSW,MOSTALWAR,2017/Q4,"1,00","3,13","0,16","1,46","1,47","0,16","0,65","0,28"
MSW,MOSTALWAR,2018/Q1,"1,02","2,09","0,08","1,18","1,21","0,08","0,48","0,15"
MSW,MOSTALWAR,2018/Q2,"0,82","1,95","0,09","1,13","1,16","0,09","0,49","0,12"
MSW,MOSTALWAR,2018/Q3,"0,84","2,98","0,06","1,30","1,36","0,06","0,56","0,23"
MSW,MOSTALWAR,2018/Q4,"0,92","4,28","0,23","1,41","1,45","0,23","0,56","0,28"
MSW,MOSTALWAR,2019/Q1,"0,78","3,37","0,12","1,37","1,40","0,12","0,56","0,26"
MSW,MOSTALWAR,2019/Q2,"0,72","2,78","0,11","1,22","1,24","0,11","0,56","0,18"
MSW,MOSTALWAR,2019/Q3,"0,63","2,62","0,15","1,21","1,24","0,15","0,56","0,17"
MSW,MOSTALWAR,2019/Q4,"0,36","1,28","0,31","1,03","1,05","0,31","0,39","0,04"
MSW,MOSTALWAR,2020/Q1,"0,28","2,46","0,23","1,22","1,25","0,23","0,52","0,18"
MSW,MOSTALWAR,2020/Q2,"0,32","1,15","0,14","1,01","1,04","0,14","0,49","0,03"
MSW,MOSTALWAR,2020/Q3,"0,33","1,25","0,17","1,03","1,06","0,17","0,45","0,05"
MSW,MOSTALWAR,2020/Q4,"0,33","1,19","0,23","1,02","1,05","0,23","0,45","0,04"
MSW,MOSTALWAR,2021/Q1,"0,34","2,17","0,20","1,25","1,31","0,20","0,60","0,20"
MSW,MOSTALWAR,2021/Q2,"0,42","1,38","0,19","1,04","1,09","0,19","0,47","0,07"
MSW,MOSTALWAR,2021/Q3,"0,42","1,30","0,26","1,01","1,08","0,26","0,39","0,06"
MSW,MOSTALWAR,2021/Q4,"0,45","1,22","0,32","1,00","1,07","0,32","0,38","0,05"
MSW,MOSTALWAR,2022/Q1,"0,43","1,57","0,23","1,08","1,15","0,23","0,47","0,11"
MSW,MOSTALWAR,2022/Q2,"0,38","1,43","0,16","1,06","1,12","0,16","0,51","0,09"
MSW,MOSTALWAR,2022/Q3,"0,42","1,44","0,17","1,06","1,12","0,17","0,55","0,09"
MSW,MOSTALWAR,2022/Q4,"0,37","1,28","0,27","1,05","1,10","0,27","0,44","0,07"
MSW,MOSTALWAR,2023/Q1,"0,36","1,29","0,12","1,03","1,11","0,13","0,54","0,08"
MSW,MOSTALWAR,2023/Q2,"0,36","1,48","0,14","1,10","1,16","0,14","0,51","0,11"
MSW,MOSTALWAR,2023/Q3,"0,35","1,07","0,11","0,97","1,04","0,11","0,50","0,03"
MSW,MOSTALWAR,2023/Q4,"0,33","1,07","0,31","0,97","1,04","0,31","0,42","0,03"
MSW,MOSTALWAR,2024/Q1,"0,32","1,11","0,23","0,97","1,06","0,24","0,35","0,04"
MSW,MOSTALWAR,2024/Q2,"0,26","1,25","0,22","1,05","1,13","0,22","0,47","0,08"
MSW,MOSTALWAR,2024/Q3,"0,31","1,07","0,10","0,96","1,04","0,10","0,38","0,03"
MSW,MOSTALWAR,2024/Q4,"0,25","0,75","0,20","0,86","0,92","0,20","0,34","-0,06"
MSW,MOSTALWAR,2025/Q1,"0,26","0,74","0,08","0,84","0,92","0,08","0,39","-0,06"
MSZ,MOSTALZAB,2004/Q4,"-0,74","-0,47","0,05","0,37","0,45","0,13","0,24","-0,67"
